	Name	Database_ID	chromosome	start_bp	end_bp	p_arm_max	arm
15817	TAS1R2	ENSG00000179002.5	1	18839599	18859682	123400000	p
15818	TAS1R3	ENSG00000169962.4	1	1331280	1335314	123400000	p
15819	TAS2R1	ENSG00000169777.6	5	9627347	9712378	48800000	p
15820	TAS2R10	ENSG00000121318.2	12	10825317	10826358	35500000	p
15821	TAS2R13	ENSG00000212128.2	12	10907926	10909562	35500000	p
15822	TAS2R14	ENSG00000212127.5	12	10937408	11171573	35500000	p
15823	TAS2R16	ENSG00000128519.3	7	122994704	122995700	60100000	q
15824	TAS2R19	ENSG00000212124.2	12	11021619	11022620	35500000	p
15825	TAS2R20	ENSG00000255837.1	12	10995961	10998304	35500000	p
15826	TAS2R3	ENSG00000127362.2	7	141764097	141765197	60100000	q
15827	TAS2R30	ENSG00000256188.2	12	11132958	11134644	35500000	p
15828	TAS2R31	ENSG00000256436.1	12	11030387	11031407	35500000	p
15829	TAS2R38	ENSG00000257138.1	7	141972631	141973773	60100000	q
15830	TAS2R39	ENSG00000236398.2	7	143183419	143184435	60100000	q
15831	TAS2R4	ENSG00000127364.3	7	141776674	141781691	60100000	q
15832	TAS2R40	ENSG00000221937.4	7	143222037	143223079	60100000	q
15833	TAS2R41	ENSG00000221855.1	7	143477873	143478796	60100000	q
15834	TAS2R42	ENSG00000186136.1	12	11185993	11186937	35500000	p
15835	TAS2R43	ENSG00000255374.2	12	11091287	11092313	35500000	p
15836	TAS2R46	ENSG00000226761.3	12	11061365	11062294	35500000	p
15837	TAS2R5	ENSG00000127366.5	7	141790217	141791367	60100000	q
15838	TAS2R50	ENSG00000212126.3	12	10985913	10986912	35500000	p
15839	TAS2R60	ENSG00000185899.1	7	143443453	143444409	60100000	q
15840	TAS2R7	ENSG00000121377.2	12	10801532	10802627	35500000	p
15841	TAS2R8	ENSG00000121314.2	12	10806051	10807286	35500000	p
15842	TAS2R9	ENSG00000121381.3	12	10809094	10810168	35500000	p
15843	TASP1	ENSG00000089123.14	20	13389392	13638932	28100000	p
15844	TAT	ENSG00000198650.9	16	71565660	71577092	36800000	q
15845	TATDN1	ENSG00000147687.15	8	124488485	124539458	45200000	q
15846	TATDN2	ENSG00000157014.9	3	10248023	10281218	90900000	p
15847	TATDN3	ENSG00000203705.9	1	212791828	212816830	123400000	q
15848	TAX1BP1	ENSG00000106052.12	7	27739331	27844564	60100000	p
15849	TAX1BP3	ENSG00000213977.6	17	3662895	3668679	25100000	p
15850	TBATA	ENSG00000166220.11	10	70771238	70785401	39800000	q
15851	TBC1D1	ENSG00000065882.14	4	37891084	38139175	50000000	p
15852	TBC1D10A	ENSG00000099992.14	22	30291990	30326947	15000000	q
15853	TBC1D10B	ENSG00000169221.12	16	30357102	30370494	36800000	p
15854	TBC1D10C	ENSG00000175463.10	11	67403915	67410089	53400000	q
15855	TBC1D12	ENSG00000108239.8	10	94402541	94536332	39800000	q
15856	TBC1D13	ENSG00000107021.14	9	128787253	128810430	43000000	q
15857	TBC1D14	ENSG00000132405.17	4	6909242	7033118	50000000	p
15858	TBC1D15	ENSG00000121749.14	12	71839707	71927248	35500000	q
15859	TBC1D16	ENSG00000167291.14	17	79932343	80035872	25100000	q
15860	TBC1D17	ENSG00000104946.9	19	49877425	49888750	26200000	q
15861	TBC1D19	ENSG00000109680.9	4	26576437	26756223	50000000	p
15862	TBC1D2	ENSG00000095383.18	9	98199011	98255649	43000000	q
15863	TBC1D20	ENSG00000125875.12	20	423596	462566	28100000	p
15864	TBC1D21	ENSG00000167139.7	15	73873564	73889214	19000000	q
15865	TBC1D22A	ENSG00000054611.12	22	46762617	47175699	15000000	q
15866	TBC1D22B	ENSG00000065491.8	6	37257772	37332970	59800000	p
15867	TBC1D23	ENSG00000036054.11	3	100260992	100325251	90900000	q
15868	TBC1D24	ENSG00000162065.10	16	2475051	2509560	36800000	p
15869	TBC1D26	ENSG00000214946.12	17	15732247	15749192	25100000	p
15870	TBC1D28	ENSG00000189375.9	17	18634247	18644427	25100000	p
15871	TBC1D29	ENSG00000266733.4	17	30553502	30563493	25100000	q
15872	TBC1D2B	ENSG00000167202.10	15	77984036	78077724	19000000	q
15873	TBC1D3	ENSG00000274611.3	17	38181659	38192555	25100000	q
15874	TBC1D30	ENSG00000111490.11	12	64759484	64881033	35500000	q
15875	TBC1D31	ENSG00000156787.15	8	123041968	123152153	45200000	q
15876	TBC1D32	ENSG00000146350.12	6	121079494	121334745	59800000	q
15877	TBC1D3B	ENSG00000274808.3	17	36165683	36176636	25100000	q
15878	TBC1D3C	ENSG00000278299.3	17	38057693	38068634	25100000	q
15879	TBC1D3D	ENSG00000274419.3	17	38003976	38014902	25100000	q
15880	TBC1D3E	ENSG00000278599.3	17	38127951	38138868	25100000	q
15881	TBC1D3F	ENSG00000275954.3	17	36428618	36439566	25100000	q
15882	TBC1D3G	ENSG00000260287.4	17	36323884	36334759	25100000	q
15883	TBC1D3H	ENSG00000274226.3	17	36377531	36388423	25100000	q
15884	TBC1D3I	ENSG00000274933.3	17	36253456	36264553	25100000	q
15885	TBC1D3K	ENSG00000273513.1	17	37924415	37935365	25100000	q
15886	TBC1D3L	ENSG00000274512.3	17	37978155	37989060	25100000	q
15887	TBC1D4	ENSG00000136111.11	13	75283503	75482169	17700000	q
15888	TBC1D5	ENSG00000131374.13	3	17157162	18444817	90900000	p
15889	TBC1D7	ENSG00000145979.16	6	13266542	13328583	59800000	p
15890	TBC1D8	ENSG00000204634.11	2	101007228	101252866	93900000	q
15891	TBC1D9	ENSG00000109436.7	4	140620782	140756385	50000000	q
15892	TBC1D9B	ENSG00000197226.11	5	179862066	179907897	48800000	q
15893	TBCA	ENSG00000171530.12	5	77691166	77868780	48800000	q
15894	TBCB	ENSG00000105254.10	19	36114289	36125947	26200000	q
15895	TBCC	ENSG00000124659.6	6	42744498	42746103	59800000	p
15896	TBCCD1	ENSG00000113838.11	3	186546067	186570543	90900000	q
15897	TBCD	ENSG00000141556.19	17	82752042	82945914	25100000	q
15898	TBCEL	ENSG00000154114.11	11	121024072	121090776	53400000	q
15899	TBCK	ENSG00000145348.15	4	106041599	106316683	50000000	q
15900	TBK1	ENSG00000183735.8	12	64452090	64502114	35500000	q
15901	TBKBP1	ENSG00000198933.8	17	47694081	47712050	25100000	q
15902	TBL1XR1	ENSG00000177565.14	3	177019340	177228000	90900000	q
15903	TBL2	ENSG00000106638.14	7	73567537	73578791	60100000	q
15904	TBL3	ENSG00000183751.13	16	1972053	1982929	36800000	p
15905	TBP	ENSG00000112592.11	6	170554302	170572870	59800000	q
15906	TBPL1	ENSG00000028839.8	6	133952170	133990432	59800000	q
15907	TBPL2	ENSG00000182521.5	14	55413541	55456726	17200000	q
15908	TBR1	ENSG00000136535.13	2	161416297	161425870	93900000	q
15909	TBRG1	ENSG00000154144.11	11	124622836	124635926	53400000	q
15910	TBRG4	ENSG00000136270.12	7	45100100	45112047	60100000	p
15911	TBX1	ENSG00000184058.11	22	19756703	19783593	15000000	q
15912	TBX10	ENSG00000167800.9	11	67631303	67639763	53400000	q
15913	TBX15	ENSG00000092607.12	1	118883046	118989556	123400000	p
15914	TBX18	ENSG00000112837.15	6	84687351	84764598	59800000	q
15915	TBX19	ENSG00000143178.11	1	168280877	168314426	123400000	q
15916	TBX2	ENSG00000121068.12	17	61399843	61409466	25100000	q
15917	TBX20	ENSG00000164532.10	7	35202430	35254100	60100000	p
15918	TBX21	ENSG00000073861.2	17	47733236	47746122	25100000	q
15919	TBX3	ENSG00000135111.13	12	114670255	114684175	35500000	q
15920	TBX4	ENSG00000121075.8	17	61452404	61485110	25100000	q
15921	TBX5	ENSG00000089225.18	12	114353911	114408442	35500000	q
15922	TBX6	ENSG00000149922.9	16	30085793	30091924	36800000	p
15923	TBXA2R	ENSG00000006638.10	19	3594507	3606875	26200000	p
15924	TBXAS1	ENSG00000059377.14	7	139777051	140020325	60100000	q
15925	TC2N	ENSG00000165929.11	14	91779746	91867536	17200000	q
15926	TCAF1	ENSG00000198420.8	7	143851375	143902198	60100000	q
15927	TCAF2	ENSG00000170379.18	7	143620952	143730410	60100000	q
15928	TCAIM	ENSG00000179152.17	3	44338119	44409451	90900000	p
15929	TCAP	ENSG00000173991.5	17	39665349	39666554	25100000	q
15930	TCEA1	ENSG00000187735.11	8	53966552	54022456	45200000	q
15931	TCEA2	ENSG00000171703.15	20	64049836	64072347	28100000	q
15932	TCEA3	ENSG00000204219.8	1	23380909	23424748	123400000	p
15933	TCEANC2	ENSG00000116205.9	1	54053584	54112519	123400000	p
15934	TCEB1	ENSG00000154582.15	8	73939169	73972287	45200000	q
15935	TCEB2	ENSG00000103363.13	16	2771414	2777280	36800000	p
15936	TCEB3	ENSG00000011007.11	1	23743155	23762059	123400000	p
15937	TCEB3B	ENSG00000206181.5	18	47032527	47035621	18500000	q
15938	TCEB3CL	ENSG00000275553.1	18	46968695	46969912	18500000	q
15939	TCERG1	ENSG00000113649.10	5	146447311	146511961	48800000	q
15940	TCERG1L	ENSG00000176769.9	10	131092391	131311721	39800000	q
15941	TCF12	ENSG00000140262.16	15	56918623	57299281	19000000	q
15942	TCF15	ENSG00000125878.5	20	604257	610309	28100000	p
15943	TCF19	ENSG00000137310.10	6	31158547	31167159	59800000	p
15944	TCF20	ENSG00000100207.17	22	42160013	42343616	15000000	q
15945	TCF21	ENSG00000118526.6	6	133889113	133895553	59800000	q
15946	TCF23	ENSG00000163792.6	2	27149004	27156974	93900000	p
15947	TCF24	ENSG00000261787.1	8	66946501	66962591	45200000	q
15948	TCF25	ENSG00000141002.17	16	89873570	89913627	36800000	q
15949	TCF3	ENSG00000071564.13	19	1609290	1652615	26200000	p
15950	TCF4	ENSG00000196628.12	18	55222185	55664787	18500000	q
15951	TCF7	ENSG00000081059.18	5	134114681	134151865	48800000	q
15952	TCF7L1	ENSG00000152284.4	2	85133392	85310387	93900000	p
15953	TCF7L2	ENSG00000148737.14	10	112950247	113167678	39800000	q
15954	TCFL5	ENSG00000101190.11	20	62841005	62861822	28100000	q
15955	TCHH	ENSG00000159450.11	1	152106317	152115454	123400000	q
15956	TCHHL1	ENSG00000182898.3	1	152084141	152089064	123400000	q
15957	TCHP	ENSG00000139437.16	12	109900264	109983841	35500000	q
15958	TCIRG1	ENSG00000110719.8	11	68039025	68050895	53400000	q
15959	TCL1A	ENSG00000100721.9	14	95709947	95714196	17200000	q
15960	TCL1B	ENSG00000213231.11	14	95686426	95692628	17200000	q
15961	TCN1	ENSG00000134827.6	11	59852800	59866489	53400000	q
15962	TCN2	ENSG00000185339.7	22	30607003	30627271	15000000	q
15963	TCOF1	ENSG00000070814.16	5	150357629	150400308	48800000	q
15964	TCP1	ENSG00000120438.10	6	159778498	159789703	59800000	q
15965	TCP10	ENSG00000203690.10	6	167357033	167384510	59800000	q
15966	TCP10L	ENSG00000242220.5	21	32497967	32587373	12000000	q
15967	TCP10L2	ENSG00000166984.10	6	167146414	167196913	59800000	q
15968	TCP11	ENSG00000124678.16	6	35118071	35148610	59800000	p
15969	TCP11L1	ENSG00000176148.14	11	33039417	33105943	53400000	p
15970	TCP11L2	ENSG00000166046.9	12	106301929	106347003	35500000	q
15971	TCTA	ENSG00000145022.4	3	49412206	49416475	90900000	p
15972	TCTE1	ENSG00000146221.9	6	44278734	44297698	59800000	p
15973	TCTE3	ENSG00000184786.5	6	169740109	169751587	59800000	q
15974	TCTEX1D1	ENSG00000152760.8	1	66752459	66779047	123400000	p
15975	TCTEX1D2	ENSG00000213123.9	3	196291219	196318299	90900000	q
15976	TCTEX1D4	ENSG00000188396.3	1	44805893	44807351	123400000	p
15977	TCTN1	ENSG00000204852.14	12	110614027	110663431	35500000	q
15978	TCTN2	ENSG00000168778.10	12	123671110	123708399	35500000	q
15979	TCTN3	ENSG00000119977.19	10	95659823	95694143	39800000	q
15980	TDG	ENSG00000139372.13	12	103965822	103988874	35500000	q
15981	TDGF1	ENSG00000241186.6	3	46574534	46582457	90900000	p
15982	TDO2	ENSG00000151790.7	4	155854738	155920406	50000000	q
15983	TDP1	ENSG00000042088.12	14	89954939	90044764	17200000	q
15984	TDP2	ENSG00000111802.12	6	24649979	24666930	59800000	p
15985	TDRD1	ENSG00000095627.8	10	114179270	114232304	39800000	q
15986	TDRD10	ENSG00000163239.11	1	154502219	154548147	123400000	q
15987	TDRD12	ENSG00000173809.14	19	32719753	32829580	26200000	q
15988	TDRD15	ENSG00000218819.4	2	21123968	21144368	93900000	p
15989	TDRD3	ENSG00000083544.12	13	60396457	60573878	17700000	q
15990	TDRD5	ENSG00000162782.14	1	179591613	179691272	123400000	q
15991	TDRD6	ENSG00000180113.14	6	46687875	46704319	59800000	p
15992	TDRD7	ENSG00000196116.7	9	97412096	97496125	43000000	q
15993	TDRD9	ENSG00000156414.17	14	103928456	104052667	17200000	q
15994	TDRKH	ENSG00000182134.14	1	151770107	151791416	123400000	q
15995	TDRP	ENSG00000180190.10	8	489803	545781	45200000	p
15996	TEAD1	ENSG00000187079.13	11	12674421	12944737	53400000	p
15997	TEAD2	ENSG00000074219.12	19	49340595	49362457	26200000	q
15998	TEAD3	ENSG00000007866.17	6	35473597	35497079	59800000	p
15999	TEAD4	ENSG00000197905.7	12	2959330	3040676	35500000	p
16000	TEC	ENSG00000135605.11	4	48135783	48269838	50000000	p
16001	TECPR1	ENSG00000205356.8	7	98214624	98252232	60100000	q
16002	TECPR2	ENSG00000196663.14	14	102362941	102502477	17200000	q
16003	TECR	ENSG00000099797.10	19	14517085	14565980	26200000	p
16004	TECRL	ENSG00000205678.6	4	64275257	64409468	50000000	q
16005	TECTA	ENSG00000109927.8	11	121101243	121191490	53400000	q
16006	TECTB	ENSG00000119913.4	10	112283400	112305038	39800000	q
16007	TEDDM1	ENSG00000203730.2	1	182398117	182400667	123400000	q
16008	TEF	ENSG00000167074.13	22	41367333	41399326	15000000	q
16009	TEFM	ENSG00000172171.9	17	30897336	30906238	25100000	q
16010	TEK	ENSG00000120156.19	9	27109141	27230174	43000000	p
16011	TEKT1	ENSG00000167858.11	17	6789133	6831761	25100000	p
16012	TEKT2	ENSG00000092850.10	1	36084094	36088275	123400000	p
16013	TEKT3	ENSG00000125409.11	17	15303811	15341632	25100000	p
16014	TEKT4	ENSG00000163060.7	2	94871430	94876823	93900000	q
16015	TEKT5	ENSG00000153060.6	16	10627501	10694930	36800000	p
16016	TELO2	ENSG00000100726.13	16	1493344	1510457	36800000	p
16017	TEN1	ENSG00000257949.5	17	75979240	76000586	25100000	q
16018	TEN1-CDK3	ENSG00000261408.4	17	75979231	76005999	25100000	q
16019	TENM2	ENSG00000145934.14	5	167284799	168264157	48800000	q
16020	TENM3	ENSG00000218336.6	4	182143987	182803024	50000000	q
16021	TENM4	ENSG00000149256.13	11	78652829	79441030	53400000	q
16022	TEP1	ENSG00000129566.11	14	20365667	20413501	17200000	q
16023	TEPP	ENSG00000159648.10	16	57976435	57988116	36800000	q
16024	TERF1	ENSG00000147601.12	8	73008856	73048123	45200000	q
16025	TERF2	ENSG00000132604.9	16	69355567	69408571	36800000	q
16026	TERF2IP	ENSG00000166848.5	16	75647773	75761872	36800000	q
16027	TERT	ENSG00000164362.17	5	1253147	1295068	48800000	p
16028	TES	ENSG00000135269.16	7	116210506	116258783	60100000	q
16029	TESC	ENSG00000088992.16	12	117038923	117099479	35500000	q
16030	TESK1	ENSG00000107140.14	9	35605262	35610041	43000000	p
16031	TESK2	ENSG00000070759.15	1	45343883	45491163	123400000	p
16032	TESPA1	ENSG00000135426.13	12	54948015	54984762	35500000	q
16033	TET1	ENSG00000138336.8	10	68560337	68694487	39800000	q
16034	TET2	ENSG00000168769.11	4	105145875	105279816	50000000	q
16035	TET3	ENSG00000187605.14	2	73984910	74108176	93900000	p
16036	TEX10	ENSG00000136891.12	9	100302077	100352942	43000000	q
16037	TEX101	ENSG00000131126.17	19	43401496	43418597	26200000	q
16038	TEX12	ENSG00000150783.8	11	112167372	112172556	53400000	q
16039	TEX14	ENSG00000121101.14	17	58556678	58692055	25100000	q
16040	TEX15	ENSG00000133863.5	8	30831544	30913008	45200000	p
16041	TEX19	ENSG00000182459.4	17	82359247	82363775	25100000	q
16042	TEX2	ENSG00000136478.6	17	64147227	64263260	25100000	q
16043	TEX22	ENSG00000226174.5	14	105398538	105450106	17200000	q
16044	TEX26	ENSG00000175664.8	13	30932656	30975500	17700000	q
16045	TEX261	ENSG00000144043.10	2	70985942	70994873	93900000	p
16046	TEX264	ENSG00000164081.11	3	51662693	51704323	90900000	p
16047	TEX29	ENSG00000153495.9	13	111316184	111344249	17700000	q
16048	TEX30	ENSG00000151287.15	13	102765888	102773811	17700000	q
16049	TEX33	ENSG00000185264.10	22	36991120	37007851	15000000	q
16050	TEX35	ENSG00000240021.8	1	178513109	178548602	123400000	q
16051	TEX36	ENSG00000175018.11	10	125576522	125683163	39800000	q
16052	TEX37	ENSG00000172073.3	2	88524649	88529585	93900000	p
16053	TEX38	ENSG00000186118.8	1	46668855	46673594	123400000	p
16054	TEX40	ENSG00000219435.4	11	64300358	64304770	53400000	q
16055	TEX43	ENSG00000196900.4	5	126631705	126636284	48800000	q
16056	TEX9	ENSG00000151575.13	15	56244009	56445997	19000000	q
16057	TF	ENSG00000091513.13	3	133746040	133796641	90900000	q
16058	TFAM	ENSG00000108064.9	10	58385345	58399220	39800000	q
16059	TFAP2A	ENSG00000137203.9	6	10393186	10419659	59800000	p
16060	TFAP2B	ENSG00000008196.11	6	50818723	50847619	59800000	p
16061	TFAP2C	ENSG00000087510.6	20	56629306	56639283	28100000	q
16062	TFAP2D	ENSG00000008197.4	6	50713526	50773033	59800000	p
16063	TFAP2E	ENSG00000116819.6	1	35573314	35595328	123400000	p
16064	TFAP4	ENSG00000090447.10	16	4257186	4273075	36800000	p
16065	TFB1M	ENSG00000029639.9	6	155256134	155314493	59800000	q
16066	TFB2M	ENSG00000162851.7	1	246540561	246566261	123400000	q
16067	TFCP2	ENSG00000135457.8	12	51093656	51173135	35500000	q
16068	TFCP2L1	ENSG00000115112.7	2	121216587	121285202	93900000	q
16069	TFDP1	ENSG00000198176.11	13	113584721	113641473	17700000	q
16070	TFDP2	ENSG00000114126.16	3	141944428	142149544	90900000	q
16071	TFEB	ENSG00000112561.16	6	41683978	41736259	59800000	p
16072	TFEC	ENSG00000105967.14	7	115935148	116159896	60100000	q
16073	TFF1	ENSG00000160182.2	21	42362282	42366535	12000000	q
16074	TFF2	ENSG00000160181.7	21	42346357	42350997	12000000	q
16075	TFF3	ENSG00000160180.15	21	42311667	42315409	12000000	q
16076	TFG	ENSG00000114354.11	3	100709295	100748964	90900000	q
16077	TFIP11	ENSG00000100109.15	22	26491225	26512505	15000000	q
16078	TFPI	ENSG00000003436.13	2	187464230	187565760	93900000	q
16079	TFPI2	ENSG00000105825.10	7	93885396	93890753	60100000	q
16080	TFPT	ENSG00000105619.12	19	54107020	54115657	26200000	q
16081	TFR2	ENSG00000106327.11	7	100620416	100642779	60100000	q
16082	TFRC	ENSG00000072274.11	3	196027183	196082096	90900000	q
16083	TG	ENSG00000042832.10	8	132866958	133134903	45200000	q
16084	TGDS	ENSG00000088451.9	13	94574054	94596242	17700000	q
16085	TGFA	ENSG00000163235.14	2	70447284	70554193	93900000	p
16086	TGFB1	ENSG00000105329.8	19	41301587	41353922	26200000	q
16087	TGFB1I1	ENSG00000140682.17	16	31471585	31477960	36800000	p
16088	TGFB2	ENSG00000092969.10	1	218345336	218444619	123400000	q
16089	TGFB3	ENSG00000119699.6	14	75958097	75983011	17200000	q
16090	TGFBI	ENSG00000120708.15	5	136028988	136063818	48800000	q
16091	TGFBR1	ENSG00000106799.11	9	99104038	99154192	43000000	q
16092	TGFBR2	ENSG00000163513.16	3	30606601	30694142	90900000	p
16093	TGFBR3	ENSG00000069702.9	1	91680343	91906335	123400000	p
16094	TGFBR3L	ENSG00000260001.5	19	7914830	7919097	26200000	p
16095	TGFBRAP1	ENSG00000135966.11	2	105264391	105329735	93900000	q
16096	TGIF1	ENSG00000177426.19	18	3411608	3459978	18500000	p
16097	TGIF2	ENSG00000118707.8	20	36573488	36593950	28100000	q
16098	TGIF2-C20orf24	ENSG00000259399.1	20	36574553	36612384	28100000	q
16099	TGM1	ENSG00000092295.10	14	24249114	24264432	17200000	q
16100	TGM2	ENSG00000198959.10	20	38127385	38166578	28100000	q
16101	TGM3	ENSG00000125780.11	20	2296001	2341079	28100000	p
16102	TGM4	ENSG00000163810.10	3	44874608	44914990	90900000	p
16103	TGM5	ENSG00000104055.13	15	43232590	43266928	19000000	q
16104	TGM6	ENSG00000166948.8	20	2380901	2432753	28100000	p
16105	TGM7	ENSG00000159495.7	15	43276271	43302255	19000000	q
16106	TGOLN2	ENSG00000152291.12	2	85318020	85328296	93900000	p
16107	TGS1	ENSG00000137574.9	8	55773446	55826445	45200000	q
16108	TH	ENSG00000180176.13	11	2163929	2171815	53400000	p
16109	THADA	ENSG00000115970.17	2	43230851	43596038	93900000	p
16110	THAP1	ENSG00000131931.7	8	42836674	42843325	45200000	p
16111	THAP10	ENSG00000129028.7	15	70881342	70892433	19000000	q
16112	THAP11	ENSG00000168286.2	16	67842320	67844195	36800000	q
16113	THAP2	ENSG00000173451.5	12	71664301	71680644	35500000	q
16114	THAP3	ENSG00000041988.14	1	6624866	6635586	123400000	p
16115	THAP4	ENSG00000176946.10	2	241584405	241637158	93900000	q
16116	THAP5	ENSG00000177683.12	7	108554543	108569750	60100000	q
16117	THAP6	ENSG00000174796.11	4	75513946	75550473	50000000	q
16118	THAP7	ENSG00000184436.10	22	20999104	21002196	15000000	q
16119	THAP8	ENSG00000161277.10	19	36034984	36054739	26200000	q
16120	THAP9	ENSG00000168152.11	4	82900684	82919969	50000000	q
16121	THBD	ENSG00000178726.6	20	23045633	23049672	28100000	p
16122	THBS1	ENSG00000137801.10	15	39581079	39599466	19000000	q
16123	THBS2	ENSG00000186340.13	6	169215780	169254050	59800000	q
16124	THBS3	ENSG00000169231.12	1	155195588	155209051	123400000	q
16125	THBS4	ENSG00000113296.13	5	79991311	80083287	48800000	q
16126	THEG	ENSG00000105549.9	19	361747	376026	26200000	p
16127	THEGL	ENSG00000249693.2	4	56530606	56603507	50000000	q
16128	THEM4	ENSG00000159445.11	1	151870866	151909637	123400000	q
16129	THEM5	ENSG00000196407.10	1	151847101	151853712	123400000	q
16130	THEM6	ENSG00000130193.7	8	142727223	142736927	45200000	q
16131	THEMIS	ENSG00000172673.9	6	127708072	127918631	59800000	q
16132	THEMIS2	ENSG00000130775.14	1	27872543	27886685	123400000	p
16133	THG1L	ENSG00000113272.12	5	157731420	157741449	48800000	q
16134	THNSL1	ENSG00000185875.11	10	25016612	25026664	39800000	p
16135	THNSL2	ENSG00000144115.15	2	88170295	88186636	93900000	p
16136	THOC1	ENSG00000079134.10	18	214520	268050	18500000	p
16137	THOC3	ENSG00000051596.8	5	175917873	176034680	48800000	q
16138	THOC5	ENSG00000100296.12	22	29505879	29555216	15000000	q
16139	THOC6	ENSG00000131652.12	16	3024027	3027755	36800000	p
16140	THOC7	ENSG00000163634.10	3	63833870	63863868	90900000	p
16141	THOP1	ENSG00000172009.13	19	2785503	2815807	26200000	p
